"PV1SCIE","PV1READ","PV1MATH","SOCONPA","INFOJOB2","INFOJOB1","INFOCAR","ICTOUTSIDE","ICTCLASS","HOMESCH","ENTUSE","BELONG","MASTGOAL","RESILIENCE","SWBP","EUDMO","GFOFAIL","WORKMAST","COMPETE","ATTLNACT","PISADIFF","SCREADDIFF","SCREADCOMP","JOYREAD","TEACHINT","ADAPTIVITY","STIMREAD","PERFEED","DIRINS","TEACHSUP","DISCLIMA","ICTRES","WEALTH","HEDRES","CULTPOSS","HOMEPOS","ICTSCH","ICTHOME","ESCS","CHANGE","SCCHANGE","AGE","GRADE","ST016Q01NA","IMMIG","HISEI","HISCED","FISCED","MISCED","ISCEDL","ST001D01T","REPEAT","ST004D01T"
483.074,537.882,520.667,0.3691,0.0116,-0.9778,-0.4251,-0.1228,0.2477,-0.2546,0.4642,-0.3184,-1.0266,-0.8386,-0.5928,0.2621,1.8905,-0.1015,0.1956,1.0844,-1.272,-1.0064,-0.4419,-0.5753,0.0342,0.1941,-0.9225,1.0179,-0.1348,0.7015,-0.4995,0.0895,0.221,-0.4903,-0.9276,-0.337,2,8,0.6692,0,0,15.58,0,4,1,76.65,6,6,3,2,9,0,2
596.314,599.032,582.286,0.1965,-0.1744,-0.9778,-0.167,1.2282,0.8947,-0.3808,0.044,-0.3184,0.9703,0.3858,-0.5928,0.2621,-0.3498,0.6291,2.0054,0.4667,-0.7816,0.5082,0.6994,0.0127,0.3684,1.323,0.4764,0.7743,0.006,0.0079,-0.0013,-0.7849,-0.572,1.1793,0.1882,-0.1445,7,9,0.5288,0,0,15.83,0,6,1,65.01,6,5,6,2,9,0,2
516.993,511.519,549.917,0.3691,-1.4728,1.9988,0.1501,-1.3048,-1.2188,-0.602,0.7158,0.3241,0.1123,0.4392,1.2386,0.9759,0.1097,-0.1015,2.0054,1.0844,1.1361,-0.0697,-1.0985,-0.5262,0.6797,-0.5786,0.5068,0.7743,1.0055,1.314,0.396,0.2111,0.7201,0.0477,-0.4948,0.3218,7,11,0.9937,0,0,16.17,2,8,1,79.05,6,6,6,3,11,0,2
499.93,436.652,471.048,-1.0299,-0.7697,-0.9778,-0.6743,-1.3048,-1.2188,0.5171,0.4946,-0.4415,-0.2151,-0.0614,-0.5928,1.7411,0.1097,-0.1015,0.6314,0.0042,0.2705,0.409,1.2374,-0.4556,0.1744,1.323,0.2464,1.5844,1.1049,0.2485,0.396,0.6901,0.7939,1.1793,-0.6073,0.8324,5,7,1.2097,0,0,15.83,0,8,1,79.05,6,6,4,2,9,0,2
575.442,592.752,632.115,0.9078,1.4601,0.677,0.0736,-0.4554,-0.0802,-0.5861,0.1084,-0.3184,-0.4347,-0.0614,0.1869,-0.9827,-0.687,-0.1015,-0.2661,1.0844,0.2705,-0.0697,0.1222,0.0127,-0.2934,0.937,0.7551,-0.3253,-1.0988,1.314,-0.0424,0.9144,1.711,1.1793,1.8376,2.2184,4,11,0.8225,2,0,15.83,2,8,1,61.6,4,4,4,3,11,0,2
554.741,573.983,540.825,-1.6926,-0.1744,0.2662,-0.167,-1.3048,-1.2188,-0.8596,0.4156,0.0928,0.4317,-0.0614,0.1038,-0.9827,0.8794,-0.1015,0.1956,1.0844,-1.272,-1.126,0.8214,0.3568,0.6797,0.4572,0.5102,-0.3253,0.3183,1.314,2.0345,0.1042,-0.3335,-0.6853,-0.7992,-0.5796,4,6,-0.9571,1,0,15.83,2,5,2,30.34,3,3,0,3,11,0,2
529.97,591.277,513.215,0.3691,-1.4728,-0.9778,-0.7003,-0.5494,-1.2188,-1.2893,-0.4004,-0.3184,0.0337,-0.0328,-0.5928,-0.2139,-1.8939,-0.6545,-0.6151,0.0042,0.2705,-0.524,0.6994,0.2864,1.8245,0.836,-0.5012,0.2012,-0.7134,-0.0037,0.4922,-0.1536,-0.7096,1.1793,1.514,0.5366,2,9,1.0809,0,0,15.33,0,5,1,78.86,6,6,6,2,9,0,2
459.605,445.375,471.697,-1.0299,-1.4728,-0.9778,-1.9166,-0.1617,-1.2188,-2.259,-1.1207,0.1935,-2.0701,1.1262,0.1869,0.9269,-1.8939,-0.5983,1.1811,-1.1534,0.2705,0.795,-1.0985,-1.9715,-0.5905,-0.5786,-1.1919,0.5121,-1.3302,-0.2744,-0.417,0.0895,0.0299,-0.4396,0.3092,-0.0903,4,9,-0.3458,0,0,15.5,0,9,1,51.56,3,3,3,2,9,0,2
615.807,629.253,632.512,0.9078,-0.396,-0.9254,-0.7486,0.7353,0.0387,-0.4051,0.4498,-1.204,0.7181,-0.5176,-0.5928,-0.267,1.3423,-0.6545,-0.2047,1.0844,-0.8863,0.0755,0.6994,0.3379,1.3209,0.1041,1.4931,0.7743,-0.4616,0.6259,-0.8179,1.3867,1.4827,-0.6853,0.2057,0.7477,4,10,0.1437,0,0,15.5,0,7,1,24.98,6,6,6,2,9,0,2
556.017,584.094,473.33,0.9078,0.4528,0.6261,0.4973,-0.054,-1.2188,-1.4717,0.0464,-0.2256,-0.5589,0.8496,-1.3186,0.8126,-0.3498,-0.1015,2.0054,0.4667,-0.7816,-1.1635,1.0657,0.8884,0.9276,0.5464,0.4831,2.0165,0.3737,1.314,-0.6263,0.0895,0.3611,-1.1443,0.8836,-0.0294,7,8,-0.3235,0,0,16,1,10,1,30.34,5,5,5,3,10,0,2
497.722,498.568,499.763,-1.0299,-0.1744,-0.9778,-1.1281,-1.3048,-0.1651,-1.4039,0.6777,-0.6913,-0.4347,-0.0614,-0.5928,1.7411,1.8905,1.8164,1.2643,1.0844,-1.272,-1.0064,-0.4089,0.0293,-1.2655,-0.1687,-1.037,0.0728,-1.7479,-1.0589,-2.1357,-0.8499,-1.827,-1.2622,-0.0624,-1.752,8,6,-1.5198,1,1,15.83,0,8,3,26.85,4,4,4,2,9,0,2
526.845,497.045,572.651,-1.6926,-1.4728,-0.9778,-1.0605,-1.3048,-1.2188,-2.2971,-0.5295,-1.0013,-0.094,-0.0614,1.2386,-0.9827,0.1097,-0.1015,-0.2661,-1.1507,0.2705,0.795,-0.4419,1.1586,-0.5905,-0.5786,-1.515,0.7743,-0.2546,-0.2023,-1.6122,0.5447,-0.1314,-1.6145,0.0087,-0.4678,3,8,-1.0205,0,0,16.17,2,7,1,24.53,4,2,4,3,11,0,2
399.47,346.938,379.934,-1.7215,0.781,0.4871,-0.4652,0.2858,-1.2188,0.7553,0.0526,-0.3184,-0.2151,-0.7906,-0.5928,0.8126,0.8794,-0.1015,-0.9792,1.0844,1.2958,0.8812,-1.0985,-1.3532,0.9888,-0.4708,-0.9225,0.5121,-0.5066,1.314,0.6019,-0.349,-0.3774,-0.9779,-0.4362,-0.6522,10,10,0.0247,0,0,15.58,0,6,1,62.45,5,5,4,2,9,1,2
429.125,460.847,575.876,0.9078,0.2109,0.3463,0.2604,-1.3048,0.954,-0.5247,0.6978,-0.3184,0.5761,-0.0614,1.2386,0.2621,0.4637,-0.1015,0.1956,1.0844,0.2705,0.8812,-0.4419,0.0674,0.1744,2.0073,0.5102,0.7743,-0.0424,1.314,0.627,0.7693,0.7816,-1.0752,-0.0437,0.0027,8,10,-0.1151,1,0,15.83,1,9,1,61.6,4,4,4,3,10,0,2
479.804,428.769,424.433,-1.0299,-1.4728,0.677,-0.1705,-0.0801,-1.2188,-1.2845,0.2284,-0.4415,-0.4347,-0.0614,-0.5928,0.2621,-0.2006,-0.1015,0.7871,0.4667,0.2705,0.795,-1.0985,-1.1538,-2.2177,-1.601,-1.7115,-1.256,-1.7471,-0.5575,-0.5964,-0.112,0.1441,-3.0862,-1.3205,-1.0262,7,8,-1.302,0,0,16.17,1,8,1,22.16,4,4,4,3,10,0,2
450.908,441.052,445.813,-0.3986,-1.4728,-0.9778,-0.7486,-1.1088,-1.0384,-0.434,0.5959,-3.2367,-0.094,0.3858,1.2386,0.2621,0.4637,0.6291,2.0054,0.4626,0.2705,-0.0697,0.1222,-1.1729,0.1744,0.836,0.2464,2.0165,0.0836,-0.0037,-0.0424,0.2111,0.2278,0.0477,-1.3205,-0.2446,6,10,-0.8013,1,1,15.67,0,8,1,31.08,4,4,4,2,9,0,2
553.255,591.591,507.934,0.9078,1.4601,-0.9778,-0.3044,0.0731,-1.2188,-0.2886,0.22,0.2243,0.3468,-0.0614,0.1869,-0.9827,-1.8939,-1.3692,-0.2661,-0.6583,0.2705,-1.8876,1.8839,-0.9016,0.1744,0.4572,0.5102,0.5121,-0.2546,-0.2023,0.579,-0.2532,-0.2951,-1.1443,-0.7992,-0.8068,6,8,0.2066,0,0,15.33,0,8,1,75.43,5,5,5,2,9,0,2
478.17,506.827,465.985,-0.5888,-1.4728,1.9988,-0.5696,2.4969,-1.0384,-0.0311,0.3315,-0.5635,-0.4347,-0.0614,0.1038,-0.9827,-0.4342,-0.772,-0.4112,-0.6583,-0.4021,-0.0697,-0.849,-0.2704,0.6797,0.5464,0.2464,0.2682,0.0836,1.314,-0.582,-0.0013,-0.0033,-0.6853,-0.9276,-0.2922,10,11,-1.3519,0,0,15.75,2,8,1,28.48,2,2,2,3,11,0,2
502.743,450.505,466.464,0.3334,0.7196,-0.9778,-1.9166,0.8791,-1.2188,-1.2893,-0.249,0.6818,0.5761,-0.0614,1.2386,0.2621,0.1097,-0.6545,0.1956,1.0844,-1.272,-0.0697,0.1222,-0.4556,0.1744,-0.2644,0.1494,1.1225,-0.2081,-0.3673,-0.0424,0.6901,0.0327,0.0477,-1.9141,-0.2632,4,9,-0.9675,0,0,15.33,0,9,3,22.77,4,4,4,2,9,0,2
366.513,397.339,403.272,0.9078,0.2691,0.8657,0.3835,-1.1088,-0.0092,0.5306,0.2414,0.8801,0.5761,-0.0614,-0.1064,1.348,-0.687,1.0596,0.1956,1.0844,0.2705,-0.0697,1.8839,0.6575,0.1744,-0.5786,-0.62,-0.0363,-0.5794,-1.3684,-1.3317,0.2111,-0.0033,1.1793,1.514,0.5195,10,10,0.9068,1,0,15.42,0,10,1,70.1,6,6,6,2,9,0,2
443.109,350.004,469.867,0.9078,-0.7697,-0.9778,-0.4015,-0.2172,-0.1233,0.4873,0.2967,-0.0939,-0.8444,-1.0881,-1.566,-0.523,-1.8939,-0.7233,-0.2661,0.4667,-0.2888,0.3787,-0.825,-0.5831,-0.3449,0.5437,-0.5068,0.7743,-0.5072,1.314,-0.0424,0.3875,1.2083,-1.2793,-0.6073,0.0922,6,7,-0.6622,0,0,16.08,0,6,1,30.9,4,4,4,2,9,1,2
482.314,464.851,487.898,-0.5888,0.7196,-0.2917,-0.4015,-1.3048,-1.2188,-1.2112,0.5996,-1.2192,-0.7453,-0.0614,-0.5928,0.2621,0.4637,-1.034,-0.733,-0.6583,0.2705,-0.0697,0.1222,0.2694,-1.0346,-1.4494,-1.3451,-0.3253,-1.6464,-1.7803,-1.7723,-0.3419,-0.7425,1.1793,1.1197,0.1069,7,9,-1.218,1,1,15.83,0,9,1,26.64,2,2,2,2,9,0,2
492.237,493.206,453.272,0.9078,0.3419,-0.9778,-1.1829,-1.1088,-0.0922,-0.972,0.3143,0.6818,-0.9149,-0.0614,0.7301,0.2621,-1.8939,-0.6545,0.7262,-1.1534,0.2705,-1.1635,0.1222,-0.7215,0.1744,1.1813,0.8945,1.5844,0.7198,1.314,-0.4462,-0.6231,-0.3039,-0.4396,-0.7992,-0.7543,7,8,-1.017,0,0,15.25,0,10,1,31.08,4,4,4,2,9,0,2
404.562,444.775,386.431,0.9078,-1.4728,-0.9778,-1.9166,-1.3048,-1.2188,-2.2952,0.437,0.3241,0.1447,1.6438,0.1869,1.7411,-1.8939,1.8164,1.2643,1.0844,0.5206,-0.524,-0.5485,-1.0322,-0.8262,-1.0504,0.5102,1.1225,-1.7471,-2.1621,-2.7124,0.069,0.0922,-0.8243,-1.3205,-0.5001,2,9,-0.3117,0,0,15.5,0,10,1,62.45,4,2,4,2,9,0,2
566.312,584.232,564.202,0.9078,-0.4217,-0.7239,-1.9166,-1.3048,-1.2188,-2.2971,-0.2184,0.4829,-0.094,2.3693,0.7301,-0.523,-1.8939,1.8164,1.1811,-0.7025,-0.5536,-0.556,-0.849,-1.0322,-1.1015,0.836,0.0267,2.0165,0.2636,0.7628,-0.3214,-0.3205,-0.1599,-0.6853,-0.9276,-0.4826,5,10,-0.7907,1,1,16.08,0,8,1,36.92,4,4,2,2,9,1,2
503.364,562.84,521.682,0.0436,-0.5944,0.677,0.5048,-1.3048,-0.2468,-0.8509,0.2555,0.0348,-1.1405,-0.7942,1.2386,-1.306,-0.9823,0.487,1.1811,-1.1507,-1.272,0.9065,-0.4089,-0.9609,-1.0749,-2.2652,-1.515,-1.256,-1.1481,-2.7106,-0.0652,-1.724,-0.8629,-1.935,-1.3205,-1.836,7,5,-1.0856,0,0,15.58,1,5,1,30.47,5,1,5,3,10,0,2
492.508,478.33,466.33,-0.3986,-0.1744,-0.9778,-1.1281,-1.3048,2.4394,-1.0233,-0.8773,-1.0481,-1.3162,-0.5063,-1.566,-0.4066,0.1097,1.8164,2.0054,-0.6583,0.2705,-0.0697,0.1222,-1.352,-0.6413,-0.5786,0.5102,-1.6391,-1.3302,-1.6385,-0.0424,-0.3629,-0.9484,-0.4903,-1.9141,-1.2565,2,9,-1.3141,0,0,16,0,0,3,26.64,4,1,4,2,9,1,2
499.834,452.661,512.035,0.3691,0.7196,-0.9778,-1.9166,-0.1062,-0.5142,-0.0861,-0.1888,-0.3184,-0.9149,-0.5176,-1.566,-0.569,0.8794,-0.772,-0.6888,1.0844,-1.272,-0.663,0.1222,-1.1538,0.5665,-0.6894,0.2719,-1.6391,0.6532,1.314,0.743,-0.349,-0.0859,-0.6853,2.3457,0.3977,5,10,0.3551,1,1,15.67,0,8,1,43.85,6,6,2,2,9,0,2
672.186,632.437,624.056,-1.6926,-0.7697,-0.9778,-0.68,0.8318,0.2861,-0.2492,-0.599,-0.3184,0.5761,0.3858,-0.5928,-0.9827,-0.687,0.487,1.1811,-0.6583,-1.272,-0.0362,1.2374,-0.5753,1.8245,0.1888,-0.3644,-0.8111,0.3183,0.385,0.7538,-0.6231,-1.3529,-0.9726,-0.7992,-1.2929,4,6,0.083,0,0,15.5,0,7,2,79.74,5,5,5,2,9,0,2
409.366,480.488,398.623,0.9078,0.202,0.5109,-0.0218,-1.3048,-1.0384,-2.2971,-0.2416,0.4893,-0.2151,2.3693,1.2386,1.7411,-1.8939,1.8164,2.0054,-0.6583,0.2705,-0.0697,0.1222,0.9011,-0.2934,0.5437,1.0383,-0.3253,0.2329,-0.3971,-0.8922,-0.3629,-0.2878,0.0477,-0.7337,-0.58,3,7,-0.9432,1,1,15.75,2,10,1,31.08,4,4,1,3,11,0,2
506.033,515.119,505.645,0.9078,0.2691,-0.9778,0.3765,-1.3048,-1.2188,-0.7053,0.1236,0.3281,-1.3162,1.1934,0.7301,-0.1652,-1.2792,1.8164,1.2643,0.0083,0.2705,0.409,0.1222,-0.134,0.0342,0.836,0.0236,-0.3253,-0.5066,0.039,1.2471,0.6901,1.4674,1.1793,1.514,1.542,5,11,0.5115,0,0,16,1,4,2,26.64,6,5,6,3,10,0,2
652.7,686.505,674.528,0.9078,-0.0815,0.4135,0.3064,-0.0579,0.0845,-0.3916,0.3502,-0.4509,-0.6632,-0.5176,-0.5928,-0.9827,-0.13,-0.1015,-0.9792,-0.6583,-0.2888,-0.524,0.6994,0.5572,-0.5905,0.1041,-0.62,-0.3253,-0.2546,-0.7074,-0.3031,-0.1536,-0.576,1.1793,1.514,0.4345,4,8,1.0682,0,0,16,2,5,3,80.46,6,6,6,3,11,0,2
577.173,614.987,502.198,0.9078,-1.4728,-0.9778,-0.3339,-0.5014,-0.6098,0.023,-0.7646,-0.7782,0.8753,-1.0884,-1.8489,-1.593,1.8905,1.0596,-0.1401,0.0281,-0.3034,-0.524,0.6994,1.3468,1.3209,0.4546,1.5391,1.3514,0.3737,1.314,0.0523,0.5236,-0.1925,0.0477,-1.9141,-0.3885,4,9,-0.7454,0,0,15.92,0,4,1,62.45,2,2,2,2,9,0,2
504.223,535.023,504.233,0.9078,-0.1744,-0.9778,0.1121,-0.4036,-0.5142,-0.8351,0.0354,-0.5878,-0.8444,0.4793,0.5012,0.2621,-0.13,0.7068,-1.2708,-0.6583,-1.272,-0.0697,-0.4419,0.5046,1.8245,-0.5786,1.0383,-0.7784,0.3189,0.3485,2.0345,0.2272,0.4031,-1.0527,1.8376,0.4812,6,8,-0.5756,0,0,15.67,0,10,1,26.8,3,3,2,2,9,0,1
440.715,484.146,430.087,0.9078,0.202,-0.9778,0.208,2.3679,-1.0384,-0.7457,-0.8226,-0.1562,-2.5252,0.3139,0.1869,-0.1652,-0.2006,-0.1015,1.1811,0.4626,0.5206,-0.6949,-1.0985,0.0995,1.3209,0.635,-0.62,-0.3253,-0.1342,1.314,2.0345,0.7693,1.168,-0.6853,-0.7337,0.02,5,11,-0.8225,0,0,15.58,0,10,1,24.09,4,4,4,2,9,1,1
507.947,545.929,519.623,0.9078,0.202,-0.0726,0.284,-0.2926,0.7349,-0.7573,-0.5434,-1.1206,0.3468,-0.0614,-0.5928,-0.267,0.4637,-0.1015,0.1956,-0.6583,-0.2888,1.2421,-0.4419,-0.1042,0.1744,-1.0504,-0.6537,0.5121,-1.7471,-0.2023,-1.059,-0.3629,0.1521,-0.4903,-0.9276,-0.3788,4,8,0.3549,0,0,16.17,1,5,1,73.71,5,5,5,3,10,0,1
537.919,523.927,522.56,0.9078,0.6352,-0.9778,0.3039,-0.7233,-0.1651,1.0373,0.3944,0.0153,-0.4347,-0.4684,0.3385,0.2621,-0.2006,-0.6545,-0.9792,0.0281,-1.272,-0.0697,-0.7391,1.0123,-0.8687,-0.5786,0.5102,0.7743,-0.4616,-1.2402,1.3671,0.7693,0.515,-0.6853,-0.4362,-0.1334,3,10,0.7553,1,0,15.67,1,5,2,76.65,6,6,6,3,10,0,1
568.949,601.077,452.857,-1.9709,-0.0474,-0.8851,-0.68,-1.3048,0.318,-1.0744,-0.8668,-0.3184,-1.1295,-1.0445,-0.5928,0.2621,1.8905,-0.6545,-0.6888,-0.6583,-1.272,-0.524,1.1971,2.6131,-1.725,-0.5786,1.0383,-0.3253,-0.2546,-0.2023,-0.0424,-0.239,-0.6539,-1.3835,0.683,-0.4656,4,7,-1.1631,2,2,16,0,3,2,17,4,4,4,2,9,1,1
620.36,650.109,557.344,-0.9727,-0.1744,-0.0535,0.1121,-1.3048,-1.2188,-0.8185,-0.5327,0.0766,0.8347,-0.7437,-0.5928,-2.1464,1.3423,1.8164,2.0054,1.0844,-1.272,-1.8876,1.8839,0.5572,-2.2177,-0.9282,-0.7726,1.5844,-0.7874,-1.555,1.2471,0.333,0.319,1.1793,1.514,1.2447,4,9,0.1319,0,0,15.58,0,4,2,25.94,5,3,5,2,9,0,1
452.007,490.608,345.255,0.9078,-0.5045,0.2662,-1.0823,0.0889,-1.2188,-0.6242,-0.16,0.6818,-0.4347,0.3693,0.1869,-0.3121,-1.4242,-0.6545,-0.5707,-0.6583,0.8232,-1.126,0.8214,-0.1542,1.8245,-0.0818,0.4831,0.2682,0.3176,1.314,0.2377,-1.724,-1.8054,-2.8259,-0.7992,-2.4744,6,6,-0.7687,3,2,15.5,0,10,1,48.66,6,6,5,2,9,1,1
558.78,543.649,544.71,0.9078,-1.4728,1.9988,0.2687,0.4049,-0.5142,-0.2569,0.3211,0.9683,-1.0266,1.0994,0.1038,-2.1464,-0.13,-1.9762,1.1811,-0.6583,-0.7816,-1.126,0.1222,0.4627,0.9684,0.4599,0.1214,2.0165,0.6532,0.7015,0.9134,-0.3629,-1.1454,-0.4903,-0.4948,-1.042,5,7,-1.4165,1,1,16.08,0,4,3,16.5,4,3,4,2,9,0,1
282.058,379.937,376.73,0.3334,-0.5045,0.2512,-1.3535,-1.3048,-0.1802,-0.139,-0.0897,-0.4509,-1.0266,-0.0614,-0.7871,0.2621,0.1097,-0.1015,-0.2661,-0.6583,1.2958,0.8812,-0.825,0.0127,-1.0615,-0.5786,-1.7115,0.0728,-0.6245,-2.1621,-0.8039,1.3867,0.1857,-2.0089,0.572,-0.4028,8,10,-0.8823,0,0,15.75,1,1,1,30.34,4,4,3,3,10,0,1
501.261,569.142,517.132,0.9078,-0.1744,0.8657,-0.0099,-0.2444,-0.0224,0.5223,0.7554,0.9423,-0.094,1.5527,-0.3236,-2.1464,1.8905,1.8164,-2.345,1.0844,-1.272,-1.8876,1.8839,2.6131,1.8245,2.0073,2.0871,0.7743,1.8202,1.314,1.3671,1.8669,0.625,0.0477,2.3457,1.1968,7,9,-0.3161,0,0,16,1,1,1,24.53,4,4,4,3,10,0,1
424.591,433.061,364.779,-1.0299,-0.5045,-0.2917,-0.468,0.0395,0.6367,0.0151,-0.1528,-1.4101,-0.5589,-0.5063,-1.1176,0.2621,0.8207,-0.772,-0.6888,-0.6583,0.2705,0.5082,0.1222,0.1851,-0.3689,0.4599,0.1808,0.6796,0.4301,0.4522,-0.1693,-0.112,-0.2409,-0.6853,-1.3205,-0.7699,6,7,-0.231,0,0,15.92,0,6,2,39.02,6,6,6,2,9,0,1
559.106,538.23,519.51,-1.6926,-1.4803,-0.9812,-1.0605,-1.3048,-1.2188,-0.8633,-0.2344,-0.9331,-1.1295,-0.8109,-1.566,-0.9827,0.4637,-1.071,-0.2661,-0.6583,0.2705,0.9065,0.1222,0.3568,-0.8687,-1.4494,-1.3412,-0.7784,-0.9732,-0.9734,2.0345,0.7693,1.0334,-1.5971,-0.1627,0.068,4,9,-0.1563,2,2,15.92,0,6,1,57.99,6,4,6,2,9,0,1
497.929,561.568,521.109,0.9078,-0.1744,0.7741,-0.2339,1.1397,-1.2188,-0.7438,-1.088,-0.3184,0.5761,-0.0614,0.1869,0.2621,0.1097,-0.1015,-0.5707,-0.6583,0.2705,0.409,0.1222,-0.7215,-0.2934,0.3721,0.1526,-0.3253,-0.1809,0.7628,0.4922,-0.2324,0.5067,-0.5089,-1.9141,-0.365,6,9,0.3166,0,0,16.17,1,9,1,71.39,5,5,5,3,10,0,1
509.762,559.242,465.504,0.1965,0.202,-0.9778,-0.3339,0.0477,-0.1648,0.5504,-0.4216,-0.876,0.4317,0.0303,-2.4967,1.7411,-1.1858,-0.672,-0.7163,1.0844,0.7192,0.5371,1.2374,1.7916,0.9888,0.937,1.4882,2.0165,1.8202,0.481,1.2471,0.9144,-0.7262,0.0477,-0.0624,-0.4158,5,7,0.4542,1,1,15.83,0,10,3,79.74,5,5,0,2,9,0,1
399.007,443.33,464.588,0.9078,0.5132,0.3687,0.0152,-1.3048,-1.2188,-0.2029,1.5688,0.6818,1.8524,0.3611,1.2386,0.2621,-1.8939,-0.1015,-0.733,1.0844,0.2705,0.409,-0.4419,-1.4526,0.636,0.836,0.8664,0.2012,0.6525,1.314,0.1863,1.2943,0.3903,-0.0064,-1.3205,-0.1295,7,10,-1.0208,0,0,16.17,1,10,1,17,4,4,4,3,10,0,1
451.339,494.871,459.307,0.9078,0.2109,1.2572,-0.2339,-0.4165,-0.1802,0.8474,-0.317,-0.0845,-0.4347,1.1497,0.1038,-0.9827,1.4083,-0.1015,-0.733,1.0844,1.0558,0.795,-0.7391,-0.8334,0.0342,-0.5786,0.5135,0.5121,-0.7874,-0.2744,0.871,0.114,0.3192,-1.2263,-0.1627,-0.1403,5,10,-0.5138,0,0,16.17,1,8,1,43.85,4,4,2,3,10,0,1
452.849,540.066,371.022,-0.0974,-1.4728,0.677,-0.2339,0.2858,2.3462,0.2623,-0.0194,-0.1562,-0.094,-0.8109,-0.5928,0.2621,1.0671,-1.034,0.1956,-0.6583,0.2705,1.3451,0.1222,-0.5581,1.2662,-0.5786,-0.0073,0.7743,0.0846,1.314,0.4922,-0.6231,-0.5761,-0.8449,-1.9141,-1.2617,6,7,-0.4407,1,0,15.83,1,7,1,51.56,5,4,5,3,10,0,1
375.948,386.53,336.115,-1.0299,-0.7697,-0.9778,-1.0605,-0.213,-1.0928,-0.327,-0.7111,-0.9239,-1.0266,-0.8579,1.2386,-0.6723,1.8905,-0.1015,-0.2661,-1.1534,1.9717,1.2658,-1.0985,0.1499,-0.6413,-1.4537,-0.5432,-0.3253,-1.3309,-1.1481,-0.0424,-1.47,-1.4261,0.0477,-0.6073,-1.3235,5,6,-0.7058,0,0,15.42,0,7,2,39.02,5,5,5,2,9,0,1
542.893,497.613,450.889,0.9078,-0.2894,-0.6566,-0.1044,0.963,-0.5146,-0.1157,-0.123,0.3241,0.5761,0.4152,1.2386,0.8126,0.4637,0.5693,0.7871,-0.6583,-0.5536,-0.6311,0.1222,0.8628,0.9684,0.1041,1.0419,2.0165,0.286,0.2148,1.0573,-0.044,-0.1195,-0.8449,1.3393,0.0288,6,7,-0.9538,0,0,15.67,0,9,1,17,3,3,2,2,9,1,1
553.105,556.909,519.54,0.9078,1.4601,-0.9778,0.208,0.8163,-1.2188,1.078,0.703,-1.2744,-0.094,-0.0614,-0.5928,-1.1437,1.0671,1.1448,1.1811,1.0844,0.9672,0.409,0.8214,0.9714,0.8674,0.7368,1.0419,-0.3253,-0.5072,0.385,1.2471,-0.7487,-0.6493,-0.9649,0.6623,-0.5349,3,9,-0.0188,1,1,15.25,0,6,1,44.94,6,6,2,2,9,0,1
605.424,584.828,531.574,0.9078,-0.5045,1.3905,0.233,-0.2926,0.6103,-0.4252,-0.1091,0.6818,0.1123,0.3444,0.1869,-0.6723,-0.2006,-0.1015,-0.2661,1.0844,0.2705,0.0755,0.1222,0.2694,1.3209,0.836,-0.0073,0.7743,0.6525,-0.0348,-0.0424,-0.5742,-0.4758,-2.4101,-1.9141,-1.6007,4,5,-1.3175,0,0,15.75,1,7,1,59.35,2,2,2,3,10,0,1
557.132,639.584,548.276,0.9078,-0.396,-0.9254,-0.68,1.6312,0.5678,-0.3946,0.3132,0.0595,0.7181,-0.5176,-0.5928,0.6367,0.8794,-0.9834,-0.2661,0.4626,-1.272,-1.8876,1.8839,0.5046,-0.3689,-0.5819,2.0871,-0.3253,-0.7598,-0.0348,0.6019,-0.5742,-0.5954,-2.4403,-1.9141,-1.6349,6,5,-1.4702,0,0,15.25,0,5,1,26.85,4,4,4,2,9,0,1
487.599,535.074,454.037,-0.3986,-0.1744,0.8657,0.1978,-1.3048,-1.0928,-0.8273,0.322,-1.1884,-2.5252,-1.3068,-1.8489,-2.1464,0.8794,-1.3692,-0.9792,-2.5375,-1.272,-0.524,0.1222,0.5572,-0.2934,0.4572,0.2464,0.7743,1.1049,1.314,-0.5561,0.3875,0.078,-0.1357,-0.7337,-0.1406,8,8,-0.8735,0,0,15.5,2,1,1,24.98,4,4,4,3,11,0,1
531.078,590.939,529.945,0.9078,0.4975,0.0485,-0.5454,-0.7233,-0.2416,-0.2654,-0.5775,0.2863,-0.8444,-0.0614,0.1869,-0.6723,-0.13,-0.6545,-0.733,-0.6583,-0.2888,0.9065,1.0657,1.7513,1.8245,-1.4537,0.7869,-0.3253,-0.4621,0.7015,0.2108,-0.3629,-0.6159,1.1793,0.0426,-0.261,6,8,-0.9061,1,1,15.5,1,7,2,25.94,4,4,4,3,10,0,1
465.027,565.111,429.143,0.9078,0.3419,-0.0726,-0.28,0.4825,0.3731,-0.2004,-0.6526,0.0348,-0.094,-0.0806,0.1869,-0.9827,-0.3799,-0.1015,-0.2661,1.0844,0.2705,0.0755,0.8214,1.1914,1.1908,0.1915,-0.3302,-0.3253,-0.8338,1.314,1.1945,-0.3419,-0.4421,1.1793,2.3457,0.6011,6,8,-0.4929,0,0,15.67,1,7,1,28.48,4,3,4,3,10,0,1
