"PV1SCIE","PV1READ","PV1MATH","SOCONPA","INFOJOB2","INFOJOB1","INFOCAR","ICTOUTSIDE","ICTCLASS","HOMESCH","ENTUSE","BELONG","MASTGOAL","RESILIENCE","SWBP","EUDMO","GFOFAIL","WORKMAST","COMPETE","ATTLNACT","PISADIFF","SCREADDIFF","SCREADCOMP","JOYREAD","TEACHINT","ADAPTIVITY","STIMREAD","PERFEED","DIRINS","TEACHSUP","DISCLIMA","ICTRES","WEALTH","HEDRES","CULTPOSS","HOMEPOS","ICTSCH","ICTHOME","ESCS","CHANGE","SCCHANGE","AGE","GRADE","ST016Q01NA","IMMIG","HISEI","HISCED","FISCED","MISCED","ISCEDL","ST001D01T","REPEAT","ST004D01T"
543.669,601.292,564.493,0.9078,-0.5944,-0.1473,-0.468,0.3006,0.3701,-0.2236,-0.3116,-1.5834,0.4683,-0.8109,-0.5928,-1.0946,0.3335,-0.6545,0.3709,-1.1507,-0.8863,0.9065,-0.4419,0.3252,0.6134,-0.1687,-0.1313,2.0165,-0.1337,-0.5575,-1.593,0.2111,0.0538,-0.9649,-0.7992,-0.6276,4,9,-0.3718,0,0,15.42,0,6,1,62.13,4,4,4,2,9,0,1
314.173,341.568,372.037,-2.9377,1.4308,-0.9254,2.2501,0.9285,1.8003,0.4542,0.6881,-0.5635,1.8524,-0.0614,-0.5928,0.8126,0.4637,-0.1015,-0.5707,0.4667,0.8232,0.409,-0.7391,-0.9016,-0.8404,-0.5786,-2.3003,0.3993,-0.8332,-0.5575,-0.0424,-0.349,-0.338,-0.1357,0.0665,-0.3543,10,11,-1.4463,1,0,15.83,1,7,2,50.15,1,1,1,3,10,0,1
737.69,685.877,605.481,0.9078,-0.1744,-0.0726,0.4475,0.2858,-0.5146,0.1436,0.8416,-1.7092,-0.4347,1.5024,1.2386,-0.9827,-0.9295,1.0596,2.0054,1.0844,-1.272,-1.8876,1.8839,0.7546,0.9684,-0.1716,0.7551,-0.1625,-0.1348,-0.8905,-0.8051,1.2943,0.7816,-0.5813,0.4235,0.3003,3,10,0.8367,1,1,16.08,1,7,2,71.29,6,6,6,3,10,0,1
555.676,552.783,520.535,0.3691,-1.4728,0.2512,-0.3252,2.4969,-0.4907,-0.642,-0.3009,-1.4716,-0.5467,1.6219,-0.5928,-1.3951,1.8905,-1.034,0.1956,1.0844,-1.272,1.1604,0.8214,-0.7413,1.8245,0.8329,1.0419,-0.3253,-0.4621,1.314,-0.1485,0.3092,-0.3143,0.0477,0.6623,0.4356,6,9,0.0432,0,0,15.67,1,7,1,26.64,6,6,6,3,10,0,1
503.653,501.089,476.998,0.9078,1.4601,-0.9778,0.9151,-0.5014,-0.3136,0.2325,0.9816,1.4903,1.8524,1.6219,1.2386,0.8126,0.052,1.8164,-0.4112,1.0844,-1.272,-0.416,1.8839,2.6131,0.9888,-1.601,2.0871,-0.3253,-0.5794,-0.5575,-1.0714,0.3692,0.5927,1.1793,-0.4362,0.3854,7,9,-0.148,0,0,15.83,1,9,2,30.34,5,4,5,3,10,0,1
587.328,574.875,587.42,0.9078,0.7196,-0.0726,0.6278,-0.8181,-0.6098,-0.4572,-0.4557,0.1935,-0.4347,0.3858,0.1869,-0.3121,0.4637,-0.1015,0.1956,1.0844,-0.7816,0.9065,-0.825,-0.3377,0.1744,0.5437,-0.103,0.5121,-1.0493,0.385,-0.8408,-0.1536,0.6565,-0.4903,-1.3205,-0.0365,4,7,0.259,0,0,16.08,1,8,1,61.07,5,5,4,3,10,0,1
440.747,562.621,478.255,0.9078,-1.4728,0.677,0.9151,-0.2005,-0.2257,-0.2141,0.2657,-0.3184,-0.4347,-0.0614,0.6502,0.2621,1.4083,-0.6545,-0.733,0.4626,0.9567,-0.0697,-0.4419,0.2694,0.658,-1.4537,-1.7115,-0.3253,-0.5517,-1.0266,-0.0424,1.8669,0.4929,0.0477,-1.9141,-0.0569,5,8,-0.2232,1,1,16.08,1,8,1,57.25,4,4,4,3,10,0,1
454.889,439.811,470.583,-1.0299,-0.7697,-0.9778,-0.4107,0.8572,-1.2188,1.1547,-0.0187,-0.5719,-0.5589,-1.5166,-1.8489,-2.1464,1.8905,-1.071,-0.2047,0.4626,-0.2888,0.3787,0.1222,-0.5753,-0.5905,-0.5786,0.5102,0.3993,-1.3309,-0.2023,-1.8409,-0.2532,-0.4001,0.0477,0.8836,-0.0904,10,7,0.8832,0,0,15.58,0,5,1,82.41,6,3,6,2,9,0,1
593.859,628.977,543.329,0.9078,-0.5045,0.2512,0.6278,-0.1617,-0.6098,-0.0061,0.9656,-0.3184,-0.094,-0.5176,0.5012,-0.4066,1.0671,0.6291,1.1811,0.0042,1.6524,0.409,0.1222,-0.1542,-0.3449,0.4572,-0.7658,-0.0363,0.1339,-0.0037,-0.7696,0.2111,0.4624,0.0477,0.7899,0.4785,6,11,0.2689,0,0,16.25,1,8,1,50.15,5,5,4,3,10,0,1
551.02,605.521,481.653,0.9078,-0.5944,0.677,0.6278,-0.2227,-1.2188,-0.4852,0.1347,0.4951,-1.3162,-0.0614,-0.5928,-0.6723,-0.687,-1.034,0.1956,1.0844,0.2705,-0.0697,0.1222,-0.301,0.6134,0.4572,0.2464,-0.3253,1.0067,0.2384,2.0345,-0.9951,-0.8541,-1.0118,-0.0624,-1.0677,5,8,-0.3016,0,0,16,1,8,1,54.55,5,4,5,3,10,0,1
410.951,502.164,469.247,0.9078,0.7196,0.5109,0.8265,-0.4809,-0.3136,0.4585,0.3056,-1.0481,-1.3162,-0.8109,-1.3186,-0.9827,1.8905,-0.6545,-0.2661,-1.1534,1.2958,1.49,-1.0985,-0.4556,0.6797,-0.1687,0.0205,-0.9181,-2.0317,-1.3684,-1.7946,0.5236,0.3062,0.0477,-0.0624,-0.0271,5,10,-0.4246,4,2,16.25,1,5,1,24.98,5,5,5,3,10,0,1
538.319,519.077,501.534,-0.124,-0.7697,0.2512,0.0849,-0.3612,-0.1653,-0.6528,-1.521,0.2018,-0.2151,0.7251,0.1869,0.9269,1.8905,1.1448,-0.9792,-1.8152,-1.272,-0.524,0.1919,0.4067,1.2662,0.4599,-0.103,-1.1311,-1.7471,0.4394,1.4022,0.333,-0.1058,1.1793,-0.0624,0.1799,7,9,-0.1175,1,1,15.75,1,8,2,23.88,6,6,1,3,10,0,1
377.556,434.362,366.704,0.9078,-1.4728,-0.9778,-0.167,-0.1631,-0.5146,-0.0081,-0.5491,-1.1998,0.5761,-1.2717,1.2386,0.2621,1.8905,0.0273,0.0113,0.4626,3.0064,1.2658,-0.7133,-0.8812,-0.3689,0.8329,0.3492,-0.3253,-0.5066,1.314,-0.6646,-1.4959,-1.626,-1.25,-1.9141,-2.0831,6,5,-2.8095,0,0,15.33,0,9,1,17,1,1,1,2,9,0,1
389.606,422.549,438.832,-1.0299,-1.4077,-0.8851,-1.3535,0.5611,-1.2188,0.2465,0.1234,-1.2147,-2.5252,-0.7906,-1.3186,1.7411,-1.8939,-1.6207,-2.345,1.0844,0.2705,0.409,-0.4089,-0.6278,-0.6079,-0.5786,-0.62,-0.3253,-1.0202,0.039,1.3671,0.333,1.0606,-0.4903,0.0426,0.349,6,10,0.9383,0,0,16.25,1,1,1,75.54,6,4,6,3,10,0,1
521.157,506.297,527.89,-0.5888,-1.4728,0.2512,-0.3633,0.0744,-1.2188,-0.0904,-0.4061,-0.9298,-0.3152,-1.149,-0.5928,-0.9827,1.1422,-0.7233,-0.5707,-0.6583,2.0692,0.9065,0.1919,0.253,0.1744,-1.0504,-0.0968,-1.256,-0.8804,-0.5575,0.1863,-0.349,-0.4121,-1.0752,1.0068,-0.2286,3,9,-0.159,0,0,16.17,1,5,3,30.78,6,6,6,3,10,0,1
546.495,544.756,520.687,0.9078,-0.5045,-0.9778,-1.0275,-0.0267,-1.1218,-0.5171,0.1231,0.0348,-0.674,-0.0614,1.2386,0.2621,-0.2006,-0.6545,0.3709,0.0083,1.2958,2.7752,-0.825,-0.3253,-0.2934,-0.4708,-0.6537,-0.0363,-1.0499,0.3485,-0.8281,2.6563,1.4827,1.1793,1.3575,1.7231,3,11,0.3517,0,0,15.67,0,6,1,26.85,5,5,4,2,9,0,1
386.016,349.87,392.455,0.3334,0.8028,-0.1473,-0.468,-1.3048,-1.2188,-0.0646,0.3491,0.6401,-1.1295,-0.0614,0.5012,0.2621,0.052,-1.071,0.3709,0.0042,1.6524,1.5715,-1.3543,-0.8775,1.3209,0.8329,0.7904,1.3514,0.182,1.314,-0.297,-0.1255,0.8228,0.0477,-0.4948,0.0337,3,9,-0.3633,1,0,15.33,0,8,1,26.85,5,5,2,2,9,0,1
488.415,547.344,493.773,0.9078,-1.4728,0.677,-0.0812,2.4969,2.2903,0.2496,0.4975,0.3241,-0.8444,-0.5923,-0.5928,-0.3121,0.2734,-0.1015,1.2643,-1.1507,-1.272,-0.0697,1.8839,0.5385,0.9684,-0.1687,1.0383,1.0179,0.7198,1.314,0.2108,0.2111,0.7201,1.1793,1.514,1.2256,10,10,1.3304,0,0,15.33,0,6,1,76.65,6,6,4,2,9,0,2
424.734,496.175,419.178,0.9078,-0.2439,1.9988,0.6165,0.2858,0.3885,1.0126,0.779,0.0348,0.9703,-0.0136,1.2386,-0.3121,0.8794,-0.1015,-0.5707,1.0844,0.2705,2.101,-0.4419,-0.2704,1.8245,0.7339,-0.8885,2.0165,0.7198,1.314,1.3671,1.8669,0.4586,1.1793,1.9159,1.2003,7,11,-0.7685,1,1,16.25,1,10,2,25.95,2,2,2,3,10,0,1
408.751,474.267,481.976,-0.5578,1.4601,-0.2917,-0.4015,0.0477,0.6459,-0.112,0.1746,-1.1236,0.5761,-0.8109,-1.566,-0.267,1.1422,-0.6545,0.1956,0.0281,0.2705,1.1604,-1.0985,1.0123,0.5665,0.3695,1.0741,0.5121,0.373,-0.2441,-1.8167,1.8669,0.8882,0.0477,1.3575,1.3474,8,10,1.2305,0,0,15.33,0,1,1,68.7,6,6,6,2,9,0,1
461.234,533.855,462.868,0.9078,-0.5944,1.9988,0.2914,-0.4358,0.8947,-0.5541,-0.6783,0.6818,0.3133,-0.0614,-1.1176,-1.1437,0.4637,-1.034,-0.733,1.0844,-1.272,-1.0064,1.0657,-1.352,0.6797,0.5464,-0.0999,-0.3253,1.8202,0.7628,-0.4667,0.3692,0.1025,0.0477,-0.2953,-0.0556,8,11,-0.2202,0,0,16.08,1,6,1,57.38,4,4,4,3,10,0,1
423.448,499.362,440.991,-0.9513,-1.4728,0.5109,-0.9302,0.2858,0.1842,-0.1309,0.4358,0.3692,-1.3162,0.4558,-1.1176,-0.9827,0.4637,-1.3692,-0.9792,-1.1664,0.2705,0.5082,0.1222,-0.1542,0.1744,-0.5786,-0.9225,-0.3253,-0.8332,-1.1481,-0.5964,0.5236,0.8128,-0.5813,2.3457,0.8408,10,11,-0.1085,0,0,16.17,1,6,1,43.33,4,2,4,3,10,0,1
519.833,529.768,492.291,0.0157,0.202,-0.0726,0.208,0.2858,0.7589,-0.7523,0.6077,-0.3148,-1.7872,-0.5176,-0.5928,-0.6723,-0.3799,-1.071,-0.2661,-1.391,0.2705,0.8812,-1.0985,-2.7114,-0.9944,-0.5786,-0.3335,-0.6555,-2.0317,-1.1481,-0.3697,0.5447,0.329,-1.3525,-0.9276,-0.2374,9,11,0.4329,1,0,15.58,0,4,1,74.66,5,5,4,2,9,0,2
486.05,514.683,512.065,0.9078,-0.396,-0.9254,0.04,1.0675,1.4934,0.5737,0.4113,-1.2105,0.5761,0.3693,-1.1889,-1.7389,1.8905,1.0596,0.571,1.0844,-0.6346,1.2421,-0.825,-0.6683,0.3684,0.3695,-0.7658,-0.6555,-0.7598,-0.4377,1.1945,2.6563,1.868,0.7604,0.44,1.3005,5,9,1.1424,0,0,15.58,0,5,1,65.12,6,6,5,2,9,0,1
567.872,569.011,545.919,-1.6926,-1.4728,1.9988,-0.2424,0.0889,0.7981,-0.7438,-0.1327,-0.3184,0.5761,-0.9273,0.1869,-2.1464,-1.8939,-2.7365,-2.345,1.0844,-0.0545,-0.0697,-0.5485,-0.2704,-2.2177,-2.2652,-0.62,-1.6391,-0.0424,-0.2023,-0.4003,-0.5742,0.0767,-0.9779,-0.7337,-0.5951,9,9,0.5416,0,0,16,1,8,1,88.31,5,4,5,3,10,0,2
553.112,519.023,544.064,0.9078,-1.4728,0.677,1.3659,0.3239,0.6715,-0.5446,-0.0309,0.0928,-1.2438,1.1777,0.1869,-2.1464,0.4637,-0.1015,0.571,-0.6583,0.7192,0.409,0.1222,-1.3214,-0.2934,-0.5786,-0.62,-0.3253,-0.2546,-0.6262,-1.0331,0.0895,-0.3154,1.1793,-0.1627,-0.0264,8,8,0.2051,1,1,15.92,1,8,1,79.05,4,4,4,3,10,0,1
673.142,625.467,643.582,0.9078,-0.7697,-0.9778,-0.1044,-0.5014,0.8946,0.4386,0.6978,-0.3184,0.1123,2.3693,-0.5928,0.8126,0.1097,-0.6545,-0.2661,-1.1534,-1.272,-0.524,1.8839,-0.2704,-0.8547,-0.1716,-0.0999,-0.3253,-0.4616,-0.2533,-0.2846,0.6901,1.1858,1.1793,0.4864,1.0146,8,10,0.9279,0,0,15.33,0,8,1,72.83,5,5,5,2,9,0,2
638.108,615.262,569.265,0.9078,-0.5045,-0.2917,0.1336,0.7709,1.7912,-0.7744,-0.2317,-1.1109,0.5761,0.3858,-1.8489,-0.9827,0.4637,0.6291,1.1811,1.0844,-1.272,-0.524,0.6994,0.9011,0.9888,0.1941,1.1884,0.7743,-0.9726,1.314,-0.417,0.2604,0.0077,-1.0118,1.2337,0.1889,6,10,-0.0611,0,0,15.42,0,4,1,26.64,6,6,2,2,9,0,2
515.834,601.871,542.376,-0.3715,-0.542,1.1149,0.2687,0.6662,0.3701,-0.2998,0.1767,-0.3184,-0.2151,-0.8273,0.1038,-0.9827,1.8905,-0.7233,-0.733,-0.6583,-0.2888,0.409,0.1222,-0.7983,-0.6079,-0.2644,0.2464,-0.6555,-0.7139,-1.1053,-0.2846,0.5236,0.5217,-0.4903,0.44,0.484,8,8,0.6246,0,0,16.08,1,5,1,68.7,5,4,5,3,10,0,2
367.273,387.028,385.805,-1.9709,-1.4728,1.9988,-1.9166,0.2858,0.3701,3.307,-0.6531,-0.9828,1.8524,-0.8469,1.2386,0.2621,-1.8939,1.8164,-0.733,1.0844,0.2705,1.5715,-0.825,-0.1119,0.9276,0.7397,2.0871,0.3993,1.8202,1.314,-1.0963,-1.2275,-0.7752,-2.2894,0.8836,-1.2501,10,11,0.1313,0,0,15.42,0,5,1,68.7,6,1,6,2,9,0,1
610.799,565.132,643.932,0.9078,1.4601,-0.1473,0.5076,0.2858,1.7912,0.4799,0.8095,0.9423,0.5761,0.7877,-0.5928,-0.6723,-1.8939,-0.1015,0.1244,0.0281,0.2705,-0.0697,0.1222,0.1499,0.2595,0.836,0.1214,0.7743,-0.1803,0.7015,0.2108,-0.349,-0.3584,-0.6853,0.4235,-0.2309,8,9,0.7598,0,0,15.5,0,8,3,79.05,6,6,6,2,9,0,2
573.328,529.727,518.69,0.9078,1.4601,1.9988,0.9151,2.4969,2.4394,0.3977,0.3731,-0.1939,1.8524,2.3693,1.2386,0.2621,1.8905,1.8164,2.0054,1.0844,1.0453,-0.524,1.8839,0.428,1.8245,0.1041,1.3517,2.0165,-1.0988,-0.3971,-1.1695,-0.0154,0.085,-0.9649,1.4101,0.1522,9,8,-0.1072,3,2,16.25,1,9,3,25.04,6,4,6,3,10,0,1
685.357,733.773,605.713,0.9078,-1.4728,0.2512,0.6278,0.4814,1.2944,-0.4271,0.159,-0.6913,-1.2137,-0.5176,-1.566,-1.2188,-0.687,-1.2909,0.992,-1.169,-1.272,-1.126,0.6632,0.4627,0.7222,-0.166,0.4798,1.0514,0.0054,1.314,-1.3181,1.3867,1.4429,-0.6853,2.3457,1.7426,8,10,1.5113,1,1,15.83,1,6,1,74.66,6,6,6,3,10,0,2
323.348,438.738,418.613,-1.0299,1.4601,-0.9778,0.4259,0.2858,1.0418,-0.0861,0.4983,-0.0358,-0.4347,0.4558,1.2386,1.7411,-0.9823,-1.1187,-0.733,-1.4024,0.2705,-0.0697,0.1222,-0.8176,0.1744,0.1067,0.1494,0.0728,-0.5066,-0.3673,1.3671,-0.8992,-0.1841,0.0477,-1.9141,-0.7097,10,7,-1.0787,1,0,15.58,0,6,1,26.85,4,2,4,2,9,0,2
628.54,585.893,572.814,0.1965,-0.3885,1.2572,-0.6473,0.8163,1.4675,0.2841,1.1303,0.165,0.7181,0.0156,0.5012,-0.9827,1.8905,0.6291,1.1811,1.0844,-0.2888,-0.0362,1.8839,0.6575,1.8245,0.1915,0.5102,2.0165,-0.1342,0.7015,-0.6495,1.8669,0.8882,0.0477,0.2057,0.6448,7,11,0.8062,0,0,15.33,0,5,1,74.66,5,4,5,2,9,0,1
598.678,587.653,559.386,-1.0299,0.5381,0.0307,-0.68,0.5219,-1.2188,-0.2722,-0.1331,-0.7654,-0.094,-0.0614,-0.5928,-1.3539,0.052,-0.7233,0.1956,1.0844,-0.7816,-0.0697,0.1222,-0.703,-1.238,-1.4494,-1.3412,-0.6555,-1.7471,-2.7106,-0.4667,0.0595,-0.0865,-0.4903,1.2337,0.4357,7,8,0.1352,1,1,15.25,0,5,2,65.12,4,4,4,2,9,0,2
619.246,600.963,517.992,0.9078,-0.5944,1.2572,-0.4855,-0.8181,0.9142,-0.7469,-0.2826,-0.3184,0.3468,0.3611,1.2386,0.2621,0.1097,-0.6545,0.7871,0.0281,0.5206,-1.126,1.8839,2.6131,0.1744,0.4572,1.0741,-1.6391,0.0837,0.4394,0.3287,-0.105,-0.1773,1.1793,1.4101,0.7412,7,7,1.2352,1,1,15.67,0,8,3,82.41,6,4,6,2,9,0,1
506.934,533.317,543.195,0.9078,-0.7697,-0.9778,-1.1829,1.9166,1.7912,0.4348,0.4894,0.4666,1.8524,1.0615,-1.566,0.9759,-1.8939,1.8164,1.1811,1.0844,-1.272,-1.8876,0.8214,0.1298,0.636,-0.1716,0.7551,1.5844,0.373,1.314,0.4922,2.6563,1.231,1.1793,2.3457,2.5186,8,9,2.1072,2,0,15.58,0,10,1,88.7,6,6,6,2,9,0,2
546.935,511.742,543.654,-1.5287,-0.396,-0.9254,-0.68,-0.5014,-1.2188,-0.7871,0.3888,-0.9514,-2.0701,0.7401,-0.5928,-1.7389,-0.3799,-1.071,-0.9792,-1.6038,0.7192,-0.0697,1.8839,-0.5753,-0.8547,0.4572,-0.62,0.0728,0.7198,-0.0348,-0.1836,-0.112,0.6037,-1.5532,0.7899,0.0171,5,9,0.1851,0,0,15.75,0,4,1,56,5,5,5,2,9,0,2
574.485,572.009,540.392,0.9078,-0.7697,-0.9778,-0.68,-0.4358,-1.2188,-0.0576,-0.311,-0.3184,-0.2151,-0.0614,0.5012,-0.569,-0.2006,-0.1015,2.0054,1.0844,-1.272,0.409,-0.4089,-1.7421,-0.6079,-0.1687,-1.2261,-0.6555,-0.1342,-0.6262,0.3287,-0.349,0.2132,-0.6947,-0.6073,-0.1819,9,7,-0.9971,1,1,15.67,0,9,3,19.41,4,4,4,2,9,0,2
652.013,604.644,513.273,0.3691,-0.5944,-0.9778,-0.68,-0.3427,-1.2188,-1.0744,-0.6695,-0.0845,-1.2438,-0.8889,-0.5928,1.7411,-1.8939,-1.2002,2.0054,-0.6036,-1.272,-1.126,1.8839,0.3891,-2.2177,-1.4494,-0.7726,0.7743,-0.2081,-0.5575,-0.0652,-0.5742,-0.6406,-1.5532,-1.9141,-1.205,8,9,-0.3009,0,0,15.67,0,7,1,57.64,5,4,5,2,9,1,2
562.23,594.57,589.775,0.9078,-0.7697,0.2512,-1.9166,1.1397,0.3701,-0.4185,-0.5523,0.4951,-1.3162,-0.7906,-0.5928,0.2621,-1.8939,-0.6545,-0.733,-0.6583,-1.272,-0.556,-1.497,-0.5419,0.1744,-0.1687,0.5102,-0.3253,-0.7134,-0.3971,0.871,0.3692,0.4251,-0.5813,-1.3205,-0.3889,6,10,-1.4412,0,0,15.92,0,8,1,25.94,2,2,2,2,9,0,2
576.104,588.615,538.635,-0.0974,-0.1744,-0.9778,-0.7486,-0.4809,-1.2188,0.5488,-0.0338,-0.0358,0.8347,-0.0614,0.1869,0.2621,-0.3799,-0.1015,0.3709,0.0042,0.2705,0.409,0.8214,0.5385,-0.2934,0.1041,0.7869,0.2682,0.0836,-0.3673,-0.0013,-1.5361,-0.5861,1.1793,-0.6073,-0.3622,5,8,-0.0726,2,0,16,0,8,1,50.9,5,4,5,2,9,0,1
583.765,600.163,572.735,-2.1377,-0.7697,-0.9778,-0.68,0.7866,0.0795,-0.7119,-0.6617,-1.3298,1.4751,-0.8734,-1.1176,-0.3626,1.8905,1.0596,-0.5229,0.4667,-1.272,-1.8876,1.8839,1.01,0.6134,-0.0818,1.4931,0.7743,0.373,1.314,2.0345,-0.6129,-0.2036,-1.5665,-0.6073,-0.9412,7,6,-0.7094,0,0,15.25,0,0,1,30.34,5,5,1,2,9,0,1
583.415,585.51,462.204,0.3691,-0.7697,-0.9778,-0.68,-0.6194,-1.0384,-0.9653,0.2279,-1.1206,-0.9548,-0.7829,-1.1176,0.147,-0.0845,1.1448,-0.9792,0.4667,-0.7816,-0.524,1.8839,1.5998,-0.2934,-0.9282,-1.7115,-0.7784,-1.0493,-0.9734,-0.5964,-0.5742,0.2882,-0.6853,-0.0437,-0.1574,8,10,0.0266,1,1,15.83,0,7,1,51.56,5,4,5,2,9,1,2
543.937,532.683,521.954,-1.0299,-1.4728,-0.9778,-1.1281,0.2119,-0.5374,-0.2789,0.3622,0.6678,-0.094,-0.096,0.1869,0.2621,0.1097,-0.1015,0.3709,0.0281,-0.7816,1.3451,-0.7133,-2.7114,0.6797,-0.4708,-0.6537,1.251,-1.3302,1.314,0.871,-0.8794,-0.2797,-0.9779,-1.3205,-0.8599,8,7,-0.7771,0,0,15.42,0,7,1,24.98,5,5,4,2,9,0,1
479.63,539.133,493.031,0.7033,-0.3885,-0.2917,0.0474,-1.3048,-1.2188,-2.2971,0.4742,-0.536,0.0337,0.8496,-0.0214,-0.3121,1.8905,-0.1015,1.1811,-2.5375,-0.4021,-0.524,1.2374,0.4104,0.9278,2.0073,0.898,1.1225,0.6525,0.7628,0.9134,0.2111,0.4624,-0.4903,1.0068,0.4005,8,11,0.6406,0,0,15.5,0,3,1,58.77,6,2,6,2,9,0,2
560.897,525.417,455.338,0.3691,-0.1744,-0.0726,0.6404,0.0615,0.3469,-0.6082,0.6089,-1.3416,0.8347,-1.9076,-0.5928,-0.9827,1.8905,1.1448,2.0054,1.0844,0.2705,1.2421,-1.4704,-1.9715,-0.2937,-1.0504,1.4882,-1.6391,-1.3302,-1.1481,-1.2051,-0.112,0.6037,-0.1357,-0.6073,0.2955,9,9,0.2956,0,0,15.25,0,3,1,76.65,4,2,4,2,9,0,2
543.672,586.609,531.35,0.0436,-1.4728,0.3463,-0.68,0.6662,-1.2188,-0.294,-1.0946,-0.3184,1.1969,0.3858,0.5012,0.9269,0.8794,0.6291,0.6314,-2.5375,0.2705,0.409,-0.4089,-0.2704,-0.3449,-1.0504,0.1214,0.7743,-1.6456,-0.5973,-0.5964,0.1789,-0.1874,1.1793,0.6623,0.5498,7,7,-0.3421,0,0,15.33,0,9,3,16.5,5,5,5,2,9,0,1
586.082,609.51,576.315,0.9078,1.4601,-0.9778,-0.1044,0.0098,1.0339,-0.0336,0.5135,0.0789,1.1969,0.6769,-0.916,0.8126,1.8905,1.0596,1.1811,1.0844,-1.272,0.3059,-0.7642,-0.8317,1.2662,0.5437,1.4931,2.0165,0.0836,0.7015,0.7843,0.5236,1.1784,0.0477,0.8993,1.013,9,10,1.0086,0,0,15.75,0,8,1,77.1,5,5,5,2,9,0,1
369.748,312.137,386.866,0.3334,-1.4803,0.4871,-1.9166,-1.3048,0.2245,-0.1432,-0.2481,0.3441,-2.0701,-2.4003,-0.5928,-0.569,0.855,0.0273,0.7262,-0.6117,-1.272,-0.6311,0.1222,-2.7114,-1.7468,-1.4537,-1.0333,-1.6391,-1.3843,-1.8485,0.0683,-0.8399,-0.453,-3.0862,-0.4948,-1.5781,9,8,-1.9616,3,1,15.42,0,2,1,25.04,2,2,2,2,9,0,1
481.485,483.914,501.764,0.9078,0.202,0.5109,0.6278,-0.0965,0.3671,0.4751,0.228,-0.0358,1.1969,-0.096,0.1869,0.9269,-0.3799,1.0596,0.7871,1.0844,-1.272,-1.126,1.2374,1.0781,-0.2934,0.1041,-0.2336,-1.1311,-0.9732,-1.1481,-0.3031,0.6901,0.2402,1.1793,1.8376,1.2103,7,10,0.9543,3,2,15.33,1,9,3,57.25,6,6,6,3,10,0,1
397.763,390.017,503.85,0.0157,0.202,-0.9778,-0.309,-0.4036,-1.2188,-0.6068,0.0688,-1.8845,0.0006,-1.4829,-1.7285,-2.1464,1.8905,0.9982,-1.0457,1.0844,-1.272,0.409,-2.4403,-0.5831,-2.2177,-0.8011,-1.515,-1.1311,-2.1693,-2.7106,-1.516,1.8669,1.5914,1.1793,1.1033,1.4337,8,10,0.5446,0,0,15.58,0,4,1,30.78,6,6,4,2,9,0,2
587.104,569.661,547.571,0.9078,-0.396,-0.9254,-0.68,0.2858,-1.2188,-0.8273,-0.3455,0.6818,0.5761,-0.0614,0.1869,-0.6723,-0.687,-0.1015,0.3709,1.0844,0.2705,-0.0697,0.1222,-0.5831,-0.6079,0.1915,0.6118,-0.3253,-0.9726,1.314,-2.1357,1.2943,0.843,0.0477,0.6623,0.8829,7,7,1.3773,0,0,15.33,0,7,1,86.72,6,6,6,2,9,0,2
469.013,544.632,485.872,0.9078,-1.4728,0.2512,0.3686,-1.3048,-1.2188,-2.2971,-0.7153,-0.9836,1.1969,-0.8109,-1.3186,-0.9827,-0.3799,0.487,0.1244,-2.5375,0.2705,0.409,-0.4089,-0.2704,-0.8687,-1.601,-1.0705,-1.6391,-1.6464,-1.3345,-1.0454,-0.4985,-0.2576,-0.4903,-0.7992,-0.5322,7,8,-1.0661,0,0,16.17,1,4,1,23.57,4,4,4,3,10,0,1
605.719,587.122,651.657,0.9078,1.4601,0.0726,-0.68,-0.1728,0.2569,-0.5628,1.3892,1.4903,1.8524,1.217,0.5012,-0.0193,-0.687,1.0596,0.3709,1.0844,0.2705,-0.0697,1.2374,1.0781,0.636,2.0073,0.2464,2.0165,0.4301,1.314,0.4922,1.3867,1.3814,-1.6618,-0.2173,0.0773,9,10,-0.7146,0,0,15.75,0,8,3,28.48,4,4,4,2,9,0,2
384.418,395.734,413.055,0.3334,-0.4913,-0.0726,-1.1281,0.2858,-1.2188,-0.7119,-0.81,-1.1891,-1.7101,-1.2382,-1.566,-0.6723,0.8207,-1.9762,-2.345,-0.6583,0.2705,1.6792,-1.8386,-1.793,-2.2177,-0.5786,-2.3003,-0.6555,-1.7471,-1.8782,-0.4944,-1.187,-0.6427,-1.3835,-0.1627,-1.1032,10,4,-1.2142,0,0,15.25,0,4,1,28.48,4,4,4,2,9,0,1
524.106,608.878,593.082,0.9078,-1.4728,1.2572,0.3039,-0.8181,-1.2188,-0.961,-0.4226,0.9423,0.2224,1.1262,0.6502,-0.9827,0.4637,0.6291,-0.2661,1.0844,-1.272,-1.8876,1.8839,2.6131,0.6134,0.5437,-0.7658,0.2012,0.286,1.314,-1.516,-0.112,-0.4802,-1.2793,0.44,-0.3982,6,8,0.2197,0,0,16.17,1,9,1,67.04,5,5,5,3,10,0,1
